# File log for instrument power operation of antenna array area.
# second1970: seconds since python epoch obtained by time.time()
# 32op: optic transmitter for dish antenna array.
# 192op: optic transmitter for cylinder antenna array.
# dish: unnecessary instruments in antenna array area.
# When "dish" is turned on during an observation, note potential RFI from that moment until it is turned off.
# Any problems, contact Jixia Li [jxli@bao.ac.cn].
# second1970	date	time	power	instrument
1514801384	2018/01/01 18:09:44	on	dish
1514806216	2018/01/01 19:30:16	off	dish
1514812640	2018/01/01 21:17:20	on	dish
1514819709	2018/01/01 23:15:09	on	dish
1514821520	2018/01/01 23:45:20	off	dish
1514821547	2018/01/01 23:45:47	off	dish
1514826581	2018/01/02 01:09:41	on	dish
1514829959	2018/01/02 02:05:59	off	dish
1515673965	2018/01/11 20:32:45	on	dish
1515675612	2018/01/11 21:00:12	off	dish
1515675674	2018/01/11 21:01:14	on	dish
1515676503	2018/01/11 21:15:03	off	dish
1515679537	2018/01/11 22:05:37	on	dish
1515679922	2018/01/11 22:12:02	off	dish
1515684989	2018/01/11 23:36:29	on	dish
1515685398	2018/01/11 23:43:18	off	dish
1515689843	2018/01/12 00:57:23	on	dish
1515690247	2018/01/12 01:04:07	off	dish
1515760708	2018/01/12 20:38:28	off	hill
1515760712	2018/01/12 20:38:32	on	dish
1515765505	2018/01/12 21:58:25	off	dish
1515769202	2018/01/12 23:00:02	on	dish
1515769808	2018/01/12 23:10:08	off	dish
1515775000	2018/01/13 00:36:40	on	dish
1515776357	2018/01/13 00:59:17	off	dish
1516108039	2018/01/16 21:07:19	on	dish
1516189638	2018/01/17 19:47:18	off	dish
1516189757	2018/01/17 19:49:17	on	dish
1516195241	2018/01/17 21:20:41	on	dish
1516195252	2018/01/17 21:20:52	off	dish
1516195459	2018/01/17 21:24:19	on	dish
1516195488	2018/01/17 21:24:48	on	dish
1516201422	2018/01/17 23:03:42	off	dish
1516201526	2018/01/17 23:05:26	on	dish
1516204200	2018/01/17 23:50:00	off	dish
1516204373	2018/01/17 23:52:53	on	dish
1516209847	2018/01/18 01:24:07	off	dish
1516210210	2018/01/18 01:30:10	on	dish
1516210314	2018/01/18 01:31:54	off	dish
1516210671	2018/01/18 01:37:51	on	dish
1516211219	2018/01/18 01:46:59	off	dish
1516211575	2018/01/18 01:52:55	on	dish
1516212080	2018/01/18 02:01:20	off	dish
1516212443	2018/01/18 02:07:23	on	dish
1516212964	2018/01/18 02:16:04	off	dish
1516213342	2018/01/18 02:22:22	on	dish
1516213853	2018/01/18 02:30:53	off	dish
1516214220	2018/01/18 02:37:00	on	dish
1516274633	2018/01/18 19:23:53	off	dish
1516275011	2018/01/18 19:30:11	on	dish
1516275209	2018/01/18 19:33:29	off	dish
1516275602	2018/01/18 19:40:02	on	dish
1516276976	2018/01/18 20:02:56	off	dish
1516277405	2018/01/18 20:10:05	on	dish
1516279130	2018/01/18 20:38:50	off	dish
1516282472	2018/01/18 21:34:32	off	dish
1516284162	2018/01/18 22:02:42	on	dish
1516284692	2018/01/18 22:11:32	off	dish
1516285208	2018/01/18 22:20:08	on	dish
1516286700	2018/01/18 22:45:00	off	dish
1516287312	2018/01/18 22:55:12	on	dish
1516287946	2018/01/18 23:05:46	off	dish
1516288740	2018/01/18 23:19:00	on	dish
1516461057	2018/01/20 23:10:57	off	dish
1516464136	2018/01/21 00:02:16	off	dish
1517027893	2018/01/27 12:38:13	off	32op
