# File log for instrument power operation of antenna array area.
# second1970: seconds since python epoch obtained by time.time()
# 32op: optic transmitter for dish antenna array.
# 192op: optic transmitter for cylinder antenna array.
# dish: unnecessary instruments in antenna array area.
# When "dish" is turned on during an observation, note potential RFI from that moment until it is turned off.
# Any problems, contact Jixia Li [jxli@bao.ac.cn].
# second1970	date	time	power	instrument
1505306060	2017/09/13 20:34:20	off	hill
1505306092	2017/09/13 20:34:52	on	dish
1505308137	2017/09/13 21:08:57	off	dish
1505313971	2017/09/13 22:46:11	on	dish
1505314204	2017/09/13 22:50:04	off	dish
1505317276	2017/09/13 23:41:16	on	dish
1505317418	2017/09/13 23:43:38	off	dish
1505320550	2017/09/14 00:35:50	on	dish
1505320668	2017/09/14 00:37:48	off	dish
1505323683	2017/09/14 01:28:03	on	dish
1505323995	2017/09/14 01:33:15	off	dish
1505481570	2017/09/15 21:19:30	on	dish
1505482198	2017/09/15 21:29:58	off	dish
1505486200	2017/09/15 22:36:40	on	dish
1505486408	2017/09/15 22:40:08	off	dish
1505490717	2017/09/15 23:51:57	on	dish
1505491007	2017/09/15 23:56:47	off	dish
1505494020	2017/09/16 00:47:00	on	dish
1505494173	2017/09/16 00:49:33	off	dish
1505497156	2017/09/16 01:39:16	on	dish
1505497406	2017/09/16 01:43:26	off	dish
1505658698	2017/09/17 22:31:38	on	dish
1505717990	2017/09/18 14:59:50	off	hill
1505717994	2017/09/18 14:59:54	on	dish
1505741398	2017/09/18 21:29:58	off	dish
1505833377	2017/09/19 23:02:57	on	dish
1505833754	2017/09/19 23:09:14	off	dish
1505837197	2017/09/20 00:06:37	on	dish
1505837386	2017/09/20 00:09:46	off	dish
1505998186	2017/09/21 20:49:46	off	hill
1505998200	2017/09/21 20:50:00	on	dish
1505999534	2017/09/21 21:12:14	off	dish
1506002516	2017/09/21 22:01:56	on	dish
1506002775	2017/09/21 22:06:15	off	dish
1506007673	2017/09/21 23:27:53	on	dish
1506007952	2017/09/21 23:32:32	off	dish
1506011540	2017/09/22 00:32:20	on	dish
1506011711	2017/09/22 00:35:11	off	dish
1506014878	2017/09/22 01:27:58	on	dish
1506015187	2017/09/22 01:33:07	off	dish
