# File log for instrument power operation of antenna array area.
# second1970: seconds since python epoch obtained by time.time()
# 32op: optic transmitter for dish antenna array.
# 192op: optic transmitter for cylinder antenna array.
# dish: unnecessary instruments in antenna array area.
# When "dish" is turned on during an observation, note potential RFI from that moment until it is turned off.
# Any problems, contact Jixia Li [jxli@bao.ac.cn].
# second1970	date	time	power	instrument
1533557062	2018/08/06 20:04:22	on	hill
1533559117	2018/08/06 20:38:37	off	hill
1533559126	2018/08/06 20:38:46	on	hill
1533559201	2018/08/06 20:40:01	on	hill
1533559295	2018/08/06 20:41:35	off	hill
1533559305	2018/08/06 20:41:45	on	hill
1533559310	2018/08/06 20:41:50	off	hill
1533559322	2018/08/06 20:42:02	on	hill
1533559324	2018/08/06 20:42:04	off	hill
1533559327	2018/08/06 20:42:07	on	hill
1533559330	2018/08/06 20:42:10	off	hill
1533559544	2018/08/06 20:45:44	on	hill
1533559722	2018/08/06 20:48:42	off	hill
1533559729	2018/08/06 20:48:49	on	hill
1533559742	2018/08/06 20:49:02	off	hill
1533559751	2018/08/06 20:49:11	on	hill
1533560670	2018/08/06 21:04:30	off	hill
1533560718	2018/08/06 21:05:18	off	hill
1533560728	2018/08/06 21:05:28	off	hill
1533560741	2018/08/06 21:05:41	on	hill
1533560820	2018/08/06 21:07:00	off	hill
1533662907	2018/08/08 01:28:27	off	dish
1533663480	2018/08/08 01:38:00	on	dish
1533664044	2018/08/08 01:47:24	off	dish
1533721449	2018/08/08 17:44:09	on	dish
1533725041	2018/08/08 18:44:01	on	dish
1534156150	2018/08/13 18:29:10	off	dish
1534167467	2018/08/13 21:37:47	on	dish
1534167920	2018/08/13 21:45:20	off	dish
1534176556	2018/08/14 00:09:16	on	dish
1534176986	2018/08/14 00:16:26	off	dish
1534222777	2018/08/14 12:59:37	on	dish
1534409167	2018/08/16 16:46:07	off	hill
1534409177	2018/08/16 16:46:17	on	dish
1534419130	2018/08/16 19:32:10	off	dish
1534420443	2018/08/16 19:54:03	on	dish
1534423886	2018/08/16 20:51:26	off	dish
1534439083	2018/08/17 01:04:43	on	dish
1534500295	2018/08/17 18:04:55	off	dish
1534655428	2018/08/19 13:10:28	on	dish
1534771486	2018/08/20 21:24:46	off	dish
1534776340	2018/08/20 22:45:40	on	dish
1535104511	2018/08/24 17:55:11	off	dish
1535105612	2018/08/24 18:13:32	on	dish
1535105790	2018/08/24 18:16:30	off	dish
